Date,Close,대비,등락률,EPS,PER,선행 EPS,선행 PER,BPS,PBR,주당배당금,배당수익률
2014/12/22,48250,-250,-0.52,4045,11.93,-,-,18399,2.62,0,0.00
2014/12/23,47450,-800,-1.66,4045,11.73,-,-,18399,2.58,0,0.00
2014/12/24,47800,350,+0.74,4045,11.82,-,-,18399,2.60,0,0.00
2014/12/26,47000,-800,-1.67,4045,11.62,-,-,18399,2.55,0,0.00
2014/12/29,48050,1050,+2.23,4045,11.88,-,-,18399,2.61,0,0.00
2014/12/30,47750,-300,-0.62,4045,11.80,-,-,18399,2.60,0,0.00
2015/01/02,47750,0,0.00,4045,11.80,-,-,18399,2.60,0,0.00
2015/01/05,47650,-100,-0.21,4045,11.78,-,-,18399,2.59,0,0.00
2015/01/06,47500,-150,-0.31,4045,11.74,-,-,18399,2.58,0,0.00
2015/01/07,47400,-100,-0.21,4045,11.72,-,-,18399,2.58,0,0.00
2015/01/08,49950,2550,+5.38,4045,12.35,-,-,18399,2.71,0,0.00
2015/01/09,49700,-250,-0.50,4045,12.29,-,-,18399,2.70,0,0.00
2015/01/12,50300,600,+1.21,4045,12.44,-,-,18399,2.73,0,0.00
2015/01/13,49000,-1300,-2.58,4045,12.11,-,-,18399,2.66,0,0.00
2015/01/14,48900,-100,-0.20,4045,12.09,-,-,18399,2.66,0,0.00
2015/01/15,49500,600,+1.23,4045,12.24,-,-,18399,2.69,0,0.00
2015/01/16,47450,-2050,-4.14,4045,11.73,-,-,18399,2.58,0,0.00
2015/01/19,47000,-450,-0.95,4045,11.62,-,-,18399,2.55,0,0.00
2015/01/20,47050,50,+0.11,4045,11.63,-,-,18399,2.56,0,0.00
2015/01/21,48050,1000,+2.13,4045,11.88,-,-,18399,2.61,0,0.00
2015/01/22,47000,-1050,-2.19,4045,11.62,-,-,18399,2.55,0,0.00
2015/01/23,47500,500,+1.06,4045,11.74,-,-,18399,2.58,0,0.00
2015/01/26,48250,750,+1.58,4045,11.93,-,-,18399,2.62,0,0.00
2015/01/27,49150,900,+1.87,4045,12.15,-,-,18399,2.67,0,0.00
2015/01/28,49200,50,+0.10,4045,12.16,-,-,18399,2.67,0,0.00
2015/01/29,47400,-1800,-3.66,4045,11.72,-,-,18399,2.58,0,0.00
2015/01/30,47650,250,+0.53,4045,11.78,-,-,18399,2.59,0,0.00
2015/02/02,46600,-1050,-2.20,4045,11.52,-,-,18399,2.53,0,0.00
2015/02/03,46700,100,+0.21,4045,11.55,-,-,18399,2.54,0,0.00
2015/02/04,47300,600,+1.28,4045,11.69,-,-,18399,2.57,0,0.00
2015/02/05,47150,-150,-0.32,4045,11.66,-,-,18399,2.56,0,0.00
2015/02/06,45500,-1650,-3.50,4045,11.25,-,-,18399,2.47,0,0.00
2015/02/09,45200,-300,-0.66,4045,11.17,-,-,18399,2.46,0,0.00
2015/02/10,45150,-50,-0.11,4045,11.16,-,-,18399,2.45,0,0.00
2015/02/11,46850,1700,+3.77,4045,11.58,-,-,18399,2.55,0,0.00
2015/02/12,46650,-200,-0.43,4045,11.53,-,-,18399,2.54,0,0.00
2015/02/13,47050,400,+0.86,4045,11.63,-,-,18399,2.56,0,0.00
2015/02/16,47500,450,+0.96,4045,11.74,-,-,18399,2.58,0,0.00
2015/02/17,46450,-1050,-2.21,4045,11.48,-,-,18399,2.52,0,0.00
2015/02/23,47200,750,+1.61,4045,11.67,-,-,18399,2.57,0,0.00
2015/02/24,47600,400,+0.85,4045,11.77,-,-,18399,2.59,0,0.00
2015/02/25,46500,-1100,-2.31,4045,11.50,-,-,18399,2.53,0,0.00
2015/02/26,47100,600,+1.29,4045,11.64,-,-,18399,2.56,0,0.00
2015/02/27,46600,-500,-1.06,4045,11.52,-,-,18399,2.53,0,0.00
2015/03/02,46850,250,+0.54,4045,11.58,-,-,18399,2.55,0,0.00
2015/03/03,47300,450,+0.96,4045,11.69,-,-,18399,2.57,0,0.00
2015/03/04,45900,-1400,-2.96,4045,11.35,-,-,18399,2.49,0,0.00
2015/03/05,45500,-400,-0.87,4045,11.25,-,-,18399,2.47,0,0.00
2015/03/06,46200,700,+1.54,4045,11.42,-,-,18399,2.51,0,0.00
2015/03/09,45100,-1100,-2.38,4045,11.15,-,-,18399,2.45,0,0.00
2015/03/10,44150,-950,-2.11,4045,10.91,-,-,18399,2.40,0,0.00
2015/03/11,43400,-750,-1.70,4045,10.73,-,-,18399,2.36,0,0.00
2015/03/12,43250,-150,-0.35,4045,10.69,-,-,18399,2.35,0,0.00
2015/03/13,44100,850,+1.97,4045,10.90,-,-,18399,2.40,0,0.00
2015/03/16,45800,1700,+3.85,4045,11.32,-,-,18399,2.49,0,0.00
2015/03/17,46250,450,+0.98,4045,11.43,-,-,18399,2.51,0,0.00
2015/03/18,46250,0,0.00,4045,11.43,-,-,18399,2.51,0,0.00
2015/03/19,46400,150,+0.32,4045,11.47,-,-,18399,2.52,0,0.00
2015/03/20,46850,450,+0.97,4045,11.58,-,-,18399,2.55,0,0.00
2015/03/23,48150,1300,+2.77,4045,11.90,-,-,18399,2.62,0,0.00
2015/03/24,48000,-150,-0.31,4045,11.87,-,-,18399,2.61,0,0.00
2015/03/25,48300,300,+0.63,4045,11.94,-,-,18399,2.63,0,0.00
2015/03/26,47000,-1300,-2.69,4045,11.62,-,-,18399,2.55,0,0.00
2015/03/27,45800,-1200,-2.55,4045,11.32,-,-,18399,2.49,0,0.00
2015/03/30,45500,-300,-0.66,4045,11.25,-,-,18399,2.47,0,0.00
2015/03/31,45550,50,+0.11,4045,11.26,-,-,18399,2.48,0,0.00
2015/04/01,45000,-550,-1.21,4045,11.12,-,-,18399,2.45,0,0.00
2015/04/02,44800,-200,-0.44,4045,11.08,-,-,18399,2.43,0,0.00
2015/04/03,44200,-600,-1.34,4045,10.93,-,-,18399,2.40,0,0.00
2015/04/06,44750,550,+1.24,4045,11.06,-,-,18399,2.43,0,0.00
2015/04/07,43950,-800,-1.79,4045,10.87,-,-,18399,2.39,0,0.00
2015/04/08,42600,-1350,-3.07,4045,10.53,-,-,18399,2.32,0,0.00
2015/04/09,41900,-700,-1.64,4045,10.36,-,-,18399,2.28,0,0.00
2015/04/10,43600,1700,+4.06,4045,10.78,-,-,18399,2.37,0,0.00
2015/04/13,44200,600,+1.38,4045,10.93,-,-,18399,2.40,0,0.00
2015/04/14,44000,-200,-0.45,4045,10.88,-,-,18399,2.39,0,0.00
2015/04/15,44300,300,+0.68,4045,10.95,-,-,18399,2.41,0,0.00
2015/04/16,44500,200,+0.45,4045,11.00,-,-,18399,2.42,0,0.00
2015/04/17,44550,50,+0.11,4045,11.01,-,-,18399,2.42,0,0.00
2015/04/20,44250,-300,-0.67,4045,10.94,-,-,18399,2.41,0,0.00
2015/04/21,45150,900,+2.03,4045,11.16,-,-,18399,2.45,0,0.00
2015/04/22,45250,100,+0.22,4045,11.19,-,-,18399,2.46,0,0.00
2015/04/23,45800,550,+1.22,4045,11.32,-,-,18399,2.49,0,0.00
2015/04/24,47200,1400,+3.06,4045,11.67,-,-,18399,2.57,0,0.00
2015/04/27,45800,-1400,-2.97,4045,11.32,-,-,18399,2.49,0,0.00
2015/04/28,46950,1150,+2.51,4045,11.61,-,-,18399,2.55,0,0.00
2015/04/29,46900,-50,-0.11,4045,11.59,-,-,18399,2.55,0,0.00
2015/04/30,46150,-750,-1.60,4045,11.41,-,-,18399,2.51,0,0.00
2015/05/04,46800,650,+1.41,5842,8.01,-,-,24775,1.89,300,0.64
2015/05/06,45300,-1500,-3.21,5842,7.75,-,-,24775,1.83,300,0.66
2015/05/07,45900,600,+1.32,5842,7.86,-,-,24775,1.85,300,0.65
2015/05/08,45950,50,+0.11,5842,7.87,-,-,24775,1.85,300,0.65
2015/05/11,46300,350,+0.76,5842,7.93,-,-,24775,1.87,300,0.65
2015/05/12,46050,-250,-0.54,5842,7.88,-,-,24775,1.86,300,0.65
2015/05/13,45250,-800,-1.74,5842,7.75,-,-,24775,1.83,300,0.66
2015/05/14,45550,300,+0.66,5842,7.80,-,-,24775,1.84,300,0.66
2015/05/15,45300,-250,-0.55,5842,7.75,-,-,24775,1.83,300,0.66
2015/05/18,45450,150,+0.33,5842,7.78,-,-,24775,1.83,300,0.66
2015/05/19,46100,650,+1.43,5842,7.89,-,-,24775,1.86,300,0.65
2015/05/20,46850,750,+1.63,5842,8.02,-,-,24775,1.89,300,0.64
